https://www.CryptoDataDownload.com
date,symbol,total_transactions,total_block_cnt,avg_block_difficulty,avg_secs_between_blocks,hashrate,avg_block_size_MB,avg_transactions_count_per_block,first_block,last_block
2017-01-18,btc,297100,150,50198089986575,579.3,2.497788994091549e+18,0.8938,1981,448708,448857
2017-01-17,btc,292697,158,52893289448942,538.97,2.684680135206832e+18,0.9002,1853,448550,448707
2017-01-16,btc,267640,169,56599188709696,513.15,2.819794505078071e+18,0.7583,1584,448381,448549
2017-01-15,btc,235999,167,55925388844104,514.93,2.810053067473622e+18,0.6771,1413,448214,448380
2017-01-14,btc,242269,172,57609888508083,499.26,2.898253394731627e+18,0.7428,1409,448042,448213
2017-01-13,btc,272747,150,50198089986575,578.44,2.5015275484006426e+18,0.8405,1818,447892,448041
2017-01-12,btc,295125,172,57609888508083,495.63,2.919489652968935e+18,0.8017,1716,447720,447891
2017-01-11,btc,303058,153,51208789784963,563.38,2.5684032720347756e+18,0.923,1981,447567,447719
2017-01-10,btc,323888,160,50800628642918,538.86,2.54656378619701e+18,0.9597,2024,447407,447566
2017-01-09,btc,269947,136,42887934047795,636.72,2.1429583876622328e+18,0.923,1985,447271,447406
2017-01-08,btc,260101,167,52736274458770,515.9,2.6448297401101783e+18,0.8104,1557,447104,447270
2017-01-07,btc,282060,138,43523310848503,619.55,2.2023256248066163e+18,0.9872,2044,446966,447103
2017-01-06,btc,346405,161,50830144056645,528.92,2.579718132206751e+18,0.9843,2152,446805,446965
2017-01-05,btc,288501,140,44158687649211,619.06,2.2040944030452306e+18,0.9842,2061,446665,446804
2017-01-04,btc,328642,153,48288636853813,547.91,2.490281522706287e+18,0.9861,2148,446512,446664
2017-01-03,btc,301664,164,51783209257708,526.66,2.5907995834792724e+18,0.9066,1839,446348,446511
2017-01-02,btc,290951,159,50194767255937,542.65,2.5144319830483507e+18,0.9449,1830,446189,446347
2017-01-01,btc,180502,156,49241702054875,553.82,2.4637298749454244e+18,0.6985,1157,446033,446188
2016-12-31,btc,250273,148,46700194852043,579.12,2.356084265500841e+18,0.8039,1691,445885,446032
2016-12-30,btc,286818,157,49559390455229,547.79,2.490825234212978e+18,0.8717,1827,445728,445884
2016-12-29,btc,304605,150,47335571652751,578.1,2.3602485829089746e+18,0.9404,2031,445578,445727
2016-12-28,btc,305394,164,50871529354985,521.13,2.5721532153412664e+18,0.8685,1862,445414,445577
2016-12-27,btc,296546,156,48073847634032,550.37,2.420382892154865e+18,0.8766,1901,445258,445413
2016-12-26,btc,244914,142,43731693654184,609.44,2.1857792187151483e+18,0.8559,1725,445116,445257
2016-12-25,btc,197364,165,50865232335363,524.24,2.540994107469829e+18,0.6481,1196,444951,445115
2016-12-24,btc,240820,137,42180924375667,630.96,2.1112421711751386e+18,0.8549,1758,444814,444950
2016-12-23,btc,304997,152,46833232211218,569.21,2.340281567343303e+18,0.888,2007,444662,444813
2016-12-22,btc,314644,159,49004309201142,543.61,2.450482074536951e+18,0.9198,1979,444503,444661
2016-12-21,btc,325677,159,49004309201142,538.71,2.4727654657406213e+18,0.964,2048,444344,444502
2016-12-20,btc,296473,138,42491078231370,622.75,2.1390554212585208e+18,0.9704,2148,444206,444343
2016-12-19,btc,282129,151,46523078355515,565.93,2.3538119925336596e+18,0.9148,1868,444055,444205
2016-12-18,btc,235789,141,43421539798481,608.41,2.1894888687842593e+18,0.8614,1672,443914,444054
2016-12-17,btc,238130,144,44352001365591,594.45,2.2408789320568955e+18,0.817,1654,443770,443913
2016-12-16,btc,279361,133,40940308952853,632.15,2.107249029776143e+18,0.9666,2100,443637,443769
2016-12-15,btc,282685,127,38868893018687,674.07,1.96555666639565e+18,0.9554,2226,443510,443636
2016-12-14,btc,286328,139,39573675821236,604.88,2.0361746583932045e+18,0.9016,2060,443371,443509
2016-12-13,btc,291757,178,50757540727237,484.0,2.54473055807154e+18,0.8149,1639,443193,443370
2016-12-12,btc,268662,156,44448693857185,550.57,2.2370274606748027e+18,0.806,1722,443037,443192
2016-12-11,btc,229933,187,53338432628622,460.35,2.675435308899544e+18,0.684,1230,442850,443036
2016-12-10,btc,250241,132,37566315453492,656.16,1.8770559268467717e+18,0.8985,1896,442718,442849
2016-12-09,btc,268815,135,38426612753954,629.47,1.9566449522138716e+18,0.9303,1991,442583,442717
2016-12-08,btc,282711,157,44735459624006,529.69,2.325217059451951e+18,0.8502,1801,442426,442582
2016-12-07,btc,310754,174,49610477659955,494.97,2.488355336258116e+18,0.8842,1786,442252,442425
2016-12-06,btc,319762,150,42728099256262,572.11,2.1528293947478674e+18,0.9628,2132,442102,442251
2016-12-05,btc,278001,152,43301630789903,567.23,2.171333863845567e+18,0.8827,1829,441950,442101
2016-12-04,btc,245650,148,42154567722621,579.66,2.124779835062481e+18,0.857,1660,441802,441949
2016-12-03,btc,287988,172,49036946126314,500.23,2.462147298436205e+18,0.8809,1674,441630,441801
2016-12-02,btc,315478,143,40641301294480,604.99,2.0318603613944701e+18,0.9766,2206,441487,441629
2016-12-01,btc,239682,146,40861132993013,587.79,2.0591016060365965e+18,0.8995,1642,441341,441486
2016-11-30,btc,292654,142,39733929324241,606.91,1.9942264328272136e+18,0.9122,2061,441199,441340
2016-11-29,btc,289650,149,41706535744593,581.99,2.079645750255205e+18,0.9062,1944,441050,441198
2016-11-28,btc,298530,164,45933549502491,527.9,2.2927364452263944e+18,0.9091,1820,440886,441049
2016-11-27,btc,237389,144,40297531158627,593.96,2.0377293307413105e+18,0.8215,1649,440742,440885
2016-11-26,btc,277608,153,42833739413366,558.16,2.1684033656580214e+18,0.945,1814,440589,440741
2016-11-25,btc,315387,152,42551938496173,571.87,2.1164196289933711e+18,0.9428,2075,440437,440588
2016-11-24,btc,328538,162,45369947668105,532.0,2.2750483521195113e+18,0.9517,2028,440275,440436
2016-11-23,btc,276924,147,41142933910207,583.8,2.0731806840596785e+18,0.9511,1884,440128,440274
2016-11-22,btc,285635,134,37479521986695,635.68,1.9039957561365916e+18,0.9589,2132,439994,440127
2016-11-21,btc,285793,139,38888526572661,608.21,1.9899795053102597e+18,0.9225,2056,439855,439993
2016-11-20,btc,243591,128,35788716483536,655.14,1.847425776265311e+18,0.9023,1903,439727,439854
2016-11-19,btc,249760,142,39733929324241,612.09,1.977358519079877e+18,0.8529,1759,439585,439726
2016-11-18,btc,275925,148,40065698332943,586.46,1.9960893181847854e+18,0.9324,1864,439437,439584
2016-11-17,btc,277460,159,40229989594042,536.09,2.0399099161166605e+18,0.8984,1745,439278,439436
2016-11-16,btc,289789,171,43285431841690,496.12,2.2042602548380687e+18,0.7913,1695,439107,439277
2016-11-15,btc,280352,156,39466129032130,551.15,1.9841940990391027e+18,0.8544,1797,438951,439106
2016-11-14,btc,270506,172,43540052028995,502.47,2.1764032858567542e+18,0.7902,1573,438779,438950
2016-11-13,btc,219657,142,35901446409873,601.53,1.8180005919814628e+18,0.7734,1547,438637,438778
2016-11-12,btc,228886,168,42521571279778,506.53,2.158962041129441e+18,0.7104,1362,438469,438636
2016-11-11,btc,254619,163,41248470343258,526.49,2.0771095898128645e+18,0.7548,1562,438306,438468
2016-11-10,btc,271374,168,42521571279778,509.07,2.1482197993410563e+18,0.8045,1615,438138,438305
2016-11-09,btc,270095,147,37174547346393,578.64,1.8899334181219615e+18,0.8918,1837,437991,438137
2016-11-08,btc,296060,169,42776191467082,511.09,2.139714934238879e+18,0.8663,1752,437822,437990
2016-11-07,btc,274281,146,36919927159089,595.46,1.836553661863878e+18,0.8867,1879,437676,437821
2016-11-06,btc,225786,153,38702268470217,559.3,1.955288924759689e+18,0.7308,1476,437523,437675
2016-11-05,btc,238215,147,37079362983449,587.59,1.8563744506274176e+18,0.7925,1621,437376,437522
2016-11-04,btc,248043,116,29166098363771,730.4,1.4913500479108142e+18,0.9561,2138,437260,437375
2016-11-03,btc,271998,155,39057209982789,554.09,1.9658905373149548e+18,0.8326,1755,437105,437259
2016-11-02,btc,268418,133,33477608556677,645.82,1.6866698796360717e+18,0.9037,2018,436972,437104
2016-11-01,btc,246650,144,36267409269733,585.48,1.8604860819376812e+18,0.8571,1713,436828,436971
2016-10-31,btc,241778,147,37028264009657,583.49,1.866829239924083e+18,0.811,1645,436681,436827
2016-10-30,btc,207982,168,42354247189129,512.68,2.1246712901960783e+18,0.6264,1238,436513,436680
2016-10-29,btc,229689,149,37535500502940,581.7,1.872596985737426e+18,0.773,1542,436364,436512
2016-10-28,btc,250876,152,38296355242865,564.33,1.9302179609465923e+18,0.8165,1651,436212,436363
2016-10-27,btc,326388,162,40832537709280,509.7,2.1371225560746698e+18,0.9776,2015,436050,436211
2016-10-26,btc,223316,138,34745699789884,627.89,1.7348280568022472e+18,0.9744,1618,435912,436049
2016-10-25,btc,237030,139,34999318036526,605.99,1.7975381621646397e+18,0.9439,1705,435773,435911
2016-10-24,btc,226980,143,36013791023092,600.2,1.8148523935415923e+18,0.8864,1587,435630,435772
2016-10-23,btc,191578,144,36267409269733,596.57,1.825897746151101e+18,0.7923,1330,435486,435629
2016-10-22,btc,216708,149,38114231710978,579.15,1.9098324510676726e+18,0.7939,1454,435337,435485
2016-10-21,btc,265355,164,42139207989936,526.15,2.1103346493332372e+18,0.7911,1618,435173,435336
2016-10-20,btc,270380,134,34383525537801,630.08,1.7622448413607895e+18,0.9774,2018,435039,435172
2016-10-19,btc,199083,125,32056820802160,678.72,1.635947730647323e+18,0.8074,1593,434914,435038
2016-10-18,btc,251521,155,39812503254295,553.68,2.0053877754476198e+18,0.8418,1623,434759,434913
2016-10-17,btc,237232,125,32056820802160,685.45,1.6198761936915779e+18,0.9297,1898,434634,434758
2016-10-16,btc,197876,130,33349434544182,664.4,1.6711944125094093e+18,0.7589,1522,434504,434633
2016-10-15,btc,210448,142,36451707525037,609.31,1.8222957143085402e+18,0.7817,1482,434362,434503
2016-10-14,btc,239724,136,34900571034610,627.69,1.7689444075311314e+18,0.8587,1763,434226,434361
2016-10-13,btc,229703,128,32832389047373,668.37,1.6612753697208822e+18,0.912,1795,434098,434225
2016-10-12,btc,233440,144,36968753021846,600.8,1.8481008578563517e+18,0.8645,1621,433954,434097
2016-10-11,btc,263565,139,35676139279823,624.41,1.7782247844860833e+18,0.9231,1896,433815,433953
2016-10-10,btc,222996,124,31798298053755,696.65,1.593836362260059e+18,0.8584,1798,433691,433814
2016-10-09,btc,210548,160,41105116996318,541.0,2.0523969494813862e+18,0.6823,1316,433531,433690
2016-10-08,btc,250672,169,42100064522520,512.4,2.1004878988396705e+18,0.7612,1483,433362,433530
2016-10-07,btc,266324,143,34254262432659,595.85,1.7387920825527488e+18,0.8675,1862,433219,433361
2016-10-06,btc,274486,161,38596352036799,534.74,1.9375168861234813e+18,0.8274,1705,433058,433218
2016-10-05,btc,266811,167,40043715238179,512.78,2.020493736660913e+18,0.7889,1598,432891,433057
2016-10-04,btc,264662,158,37872670436109,542.15,1.911016247271699e+18,0.8239,1675,432733,432890
2016-10-03,btc,258805,151,36184080034499,558.61,1.8547049883523282e+18,0.8646,1714,432582,432732
2016-10-02,btc,192683,141,33771808032199,578.16,1.7919870899902858e+18,0.7185,1367,432441,432581
2016-10-01,btc,213930,157,37631443235879,550.79,1.8810541764065385e+18,0.7113,1363,432284,432440
2016-09-30,btc,250943,142,34013035232429,603.5,1.7167672306885076e+18,0.8434,1767,432142,432283
2016-09-29,btc,242730,143,34254262432659,602.06,1.7208536008430003e+18,0.8328,1697,431999,432141
2016-09-28,btc,234995,148,35460398433809,551.03,1.8802159400550344e+18,0.7823,1588,431851,431998
2016-09-27,btc,240335,167,40043715238179,516.48,2.0060237634374943e+18,0.7642,1439,431684,431850
2016-09-26,btc,230769,153,36666534434959,551.25,1.879479248786313e+18,0.7708,1508,431531,431683
2016-09-25,btc,195642,185,43200441582427,468.84,2.1508413948633795e+18,0.5709,1058,431346,431530
2016-09-24,btc,208650,166,37262423909611,516.46,1.8780615384606994e+18,0.6359,1257,431180,431345
2016-09-23,btc,223187,136,30487437744227,633.64,1.5307398476805676e+18,0.8053,1641,431044,431179
2016-09-22,btc,231227,141,31616602105124,611.58,1.5859692371282017e+18,0.7626,1640,430903,431043
2016-09-21,btc,239216,166,37262423909611,521.78,1.8589303667135186e+18,0.7114,1441,430737,430902
2016-09-20,btc,244315,151,33874930826919,567.94,1.7078297009763827e+18,0.7827,1618,430586,430736
2016-09-19,btc,223540,133,29809939127689,638.38,1.5193875780169172e+18,0.835,1681,430453,430585
2016-09-18,btc,191603,145,32519933593842,588.63,1.6477950432811942e+18,0.6783,1321,430308,430452
2016-09-17,btc,215529,163,36584925293072,530.31,1.8290194117139958e+18,0.7544,1322,430145,430307
2016-09-16,btc,211128,139,31164936360765,622.09,1.5591788096567037e+18,0.7746,1519,430006,430144
2016-09-15,btc,233488,154,34552429443457,563.21,1.7221751454317187e+18,0.753,1516,429852,430005
2016-09-14,btc,231800,156,35004095187816,554.8,1.7482782991574026e+18,0.7642,1486,429696,429851
2016-09-13,btc,239886,165,37036591037431,519.75,1.8661756620924042e+18,0.7809,1454,429531,429695
2016-09-12,btc,208649,163,36386923702958,527.23,1.8297484786064095e+18,0.6908,1280,429368,429530
2016-09-11,btc,180391,164,35983213057851,525.21,1.8052414821687754e+18,0.5917,1100,429204,429367
2016-09-10,btc,193320,155,33996409882877,551.87,1.71804806123652e+18,0.6466,1247,429049,429203
2016-09-09,btc,220534,142,31126583074583,610.76,1.5523956517477266e+18,0.813,1553,428907,429048
2016-09-08,btc,227006,144,31568094891243,589.83,1.6074922657527347e+18,0.8141,1576,428763,428906
2016-09-07,btc,250809,152,33334142157886,569.27,1.6655310657088904e+18,0.8093,1650,428611,428762
2016-09-06,btc,232118,136,29802047624600,625.59,1.515586050577143e+18,0.867,1707,428475,428610
2016-09-05,btc,227683,140,30685071257922,619.55,1.5303580845839839e+18,0.8803,1626,428335,428474
2016-09-04,btc,183244,179,39294551682806,477.9,1.9839749651874394e+18,0.5794,1024,428156,428334
2016-09-03,btc,182204,126,27594488541297,680.24,1.393830716626077e+18,0.7699,1446,428030,428155
2016-09-02,btc,225856,153,33554898066217,560.69,1.6910201210327242e+18,0.7267,1476,427877,428029
2016-09-01,btc,237466,140,30685071257922,617.86,1.534563442027474e+18,0.8492,1696,427737,427876
2016-08-31,btc,225360,134,29360535807940,639.48,1.4826697050962033e+18,0.8347,1682,427603,427736
2016-08-30,btc,252002,164,35983213057851,529.12,1.791908394361182e+18,0.7832,1537,427439,427602
2016-08-29,btc,225282,149,32330451450009,574.74,1.6324547282856102e+18,0.8089,1512,427290,427438
2016-08-28,btc,174489,152,32823697896343,561.7,1.662127981402038e+18,0.6085,1148,427138,427289
2016-08-27,btc,191098,144,31084694034285,603.79,1.5462665247900242e+18,0.6869,1327,426994,427137
2016-08-26,btc,226767,132,28476188241198,648.61,1.4394159826132861e+18,0.8444,1718,426862,426993
2016-08-25,btc,234009,130,28041437275684,667.78,1.3981061262307628e+18,0.8681,1800,426732,426861
2016-08-24,btc,235130,152,32823697896343,557.12,1.675800404143556e+18,0.7563,1547,426580,426731
2016-08-23,btc,239021,147,31736820482557,582.85,1.6018215433346327e+18,0.829,1626,426433,426579
2016-08-22,btc,228373,158,34127950792886,526.81,1.7722186525643392e+18,0.7849,1445,426275,426432
2016-08-21,btc,184904,163,35214828206672,519.56,1.796938724256159e+18,0.6149,1134,426112,426274
2016-08-20,btc,208224,155,33475824344615,556.27,1.6783700550605297e+18,0.714,1343,425957,426111
2016-08-19,btc,246095,154,33258448861857,556.61,1.6773202857772918e+18,0.7908,1598,425803,425956
2016-08-18,btc,239541,154,33258448861857,558.15,1.6727045467330906e+18,0.7989,1555,425649,425802
2016-08-17,btc,238003,123,26519808896383,703.48,1.3271545477504522e+18,0.9498,1935,425526,425648
2016-08-16,btc,254431,135,29128314689470,632.9,1.4751401263883474e+18,0.9201,1885,425391,425525
2016-08-15,btc,202896,146,29506749652256,586.46,1.4902986319801956e+18,0.8098,1390,425245,425390
2016-08-14,btc,200174,163,32706700158196,528.83,1.6397129396466437e+18,0.6398,1228,425082,425244
2016-08-13,btc,214569,163,32706700158196,515.1,1.6833943405937656e+18,0.6651,1316,424919,425081
2016-08-12,btc,232973,149,29880195206253,581.24,1.4918448480534674e+18,0.8053,1564,424770,424918
2016-08-11,btc,254515,150,30082088417106,575.77,1.5060215170398623e+18,0.8605,1697,424620,424769
2016-08-10,btc,244740,151,30283981627959,562.01,1.5429082773009585e+18,0.8346,1621,424469,424619
2016-08-09,btc,231400,124,24832864934926,699.05,1.2404352344241705e+18,0.8805,1866,424345,424468
2016-08-08,btc,235295,148,29678301995400,583.97,1.4848891170049178e+18,0.8392,1590,424197,424344
2016-08-07,btc,192414,148,29678301995400,578.12,1.4998980569407552e+18,0.7683,1300,424049,424196
2016-08-06,btc,195669,166,33312379790755,516.57,1.678620993420735e+18,0.6192,1179,423883,424048
2016-08-05,btc,228244,169,33918059423314,507.08,1.7100442071971487e+18,0.701,1351,423714,423882
2016-08-04,btc,231835,153,30687768049665,555.61,1.560666408067739e+18,0.7807,1515,423561,423713
2016-08-03,btc,241782,166,33312379790755,522.05,1.66098494007619e+18,0.7911,1457,423395,423560
2016-08-02,btc,251098,154,32258377510544,563.27,1.6076662384521567e+18,0.8593,1631,423241,423394
2016-08-01,btc,225049,153,32450860168342,564.55,1.6242134825383473e+18,0.8142,1471,423088,423240
2016-07-31,btc,192254,154,32664352669450,558.28,1.6424403392801915e+18,0.7946,1248,422934,423087
2016-07-30,btc,199484,119,25192115130687,719.66,1.274132249215327e+18,0.8702,1676,422815,422933
2016-07-29,btc,231414,147,31169905161697,583.86,1.5704767876790157e+18,0.8224,1574,422668,422814
2016-07-28,btc,234863,136,28821487649514,636.5,1.4405938329384123e+18,0.8752,1727,422532,422667
2016-07-27,btc,235603,128,27113547640654,652.45,1.405387340185946e+18,0.9218,1841,422404,422531
2016-07-26,btc,237673,129,27327040141762,667.09,1.3745505018954376e+18,0.923,1842,422275,422403
2016-07-25,btc,239715,131,27754025143977,652.75,1.4047306126203988e+18,0.91,1830,422144,422274
2016-07-24,btc,183890,124,26259577636224,679.05,1.350334963475398e+18,0.7916,1483,422020,422143
2016-07-23,btc,195796,131,27754025143977,661.4,1.3863672667039823e+18,0.8263,1495,421889,422019
2016-07-22,btc,221404,129,27327040141762,657.52,1.3945574452287936e+18,0.864,1716,421760,421888
2016-07-21,btc,217606,133,28181010146192,643.16,1.4256866196230472e+18,0.8093,1636,421627,421759
2016-07-20,btc,227429,150,31810382665020,568.11,1.6140316749303478e+18,0.7988,1516,421477,421626
2016-07-19,btc,222146,128,27113547640654,675.81,1.356804310890941e+18,0.8608,1736,421349,421476
2016-07-18,btc,222835,148,31370109902586,585.76,1.5647229157156882e+18,0.8191,1506,421201,421348
2016-07-17,btc,171013,149,31583040949036,572.22,1.601720742768697e+18,0.7094,1148,421052,421200
2016-07-16,btc,182192,157,33290232351687,545.16,1.6812329852047132e+18,0.6885,1160,420895,421051
2016-07-15,btc,216081,135,28595455994397,629.21,1.4566566443312384e+18,0.7902,1601,420760,420894
2016-07-14,btc,217695,141,29875849546385,611.9,1.4978614239247954e+18,0.7984,1544,420619,420759
2016-07-13,btc,216503,129,27315062442409,671.63,1.3646465572281462e+18,0.82,1678,420490,420618
2016-07-12,btc,219034,143,30302647397048,602.13,1.522173511175653e+18,0.7758,1532,420347,420489
2016-07-11,btc,218089,143,30302647397048,606.19,1.5119701617414316e+18,0.7933,1525,420204,420346
2016-07-10,btc,162608,156,33076833426355,549.63,1.6675538814390298e+18,0.5858,1042,420048,420203
2016-07-09,btc,185405,149,31583040949036,572.55,1.6008134343242998e+18,0.6581,1244,419899,420047
2016-07-08,btc,210701,145,30729445247711,594.46,1.5418093311270748e+18,0.7798,1453,419754,419898
2016-07-07,btc,215548,137,29022253845060,616.8,1.4859585279936005e+18,0.8215,1573,419617,419753
2016-07-06,btc,214691,140,29662450621054,610.86,1.500403431122859e+18,0.7975,1534,419477,419616
2016-07-05,btc,214959,145,30729445247711,595.1,1.5401540640317857e+18,0.7892,1482,419332,419476
2016-07-04,btc,213900,151,31433756856251,572.23,1.5728843778457664e+18,0.7393,1417,419181,419331
2016-07-03,btc,177127,154,32046333265093,551.25,1.6319028874142495e+18,0.6146,1150,419027,419180
2016-07-02,btc,198875,149,30999067472116,579.65,1.5519650883484557e+18,0.6948,1335,418878,419026
2016-07-01,btc,205801,155,32255786423689,552.52,1.628167870869026e+18,0.7494,1328,418723,418877
2016-06-30,btc,231960,150,31208520630712,578.34,1.5554706864731223e+18,0.7975,1546,418573,418722
2016-06-29,btc,224112,146,30370707996330,584.49,1.5391110146264246e+18,0.7646,1535,418427,418572
2016-06-28,btc,212607,148,30789614313521,581.5,1.5470330666006815e+18,0.76,1437,418279,418426
2016-06-27,btc,217029,147,30580161154926,588.32,1.5291032210260925e+18,0.7772,1476,418132,418278
2016-06-26,btc,181348,146,30370707996330,588.52,1.5285779293443968e+18,0.7622,1242,417986,418131
2016-06-25,btc,206919,162,33721958533856,531.66,1.6920535656621276e+18,0.7926,1277,417824,417985
2016-06-24,btc,237625,129,26810004300209,672.3,1.338091101808353e+18,0.9427,1842,417695,417823
2016-06-23,btc,241300,140,29113989044758,611.24,1.4717421795762596e+18,0.9198,1724,417555,417694
2016-06-22,btc,235641,129,26810004300209,655.06,1.3732956263120888e+18,0.9456,1827,417426,417554
2016-06-21,btc,248164,149,30543748493822,576.05,1.5387297035741338e+18,0.9149,1666,417277,417425
2016-06-20,btc,249334,164,31958012102163,527.39,1.5966988137355412e+18,0.7803,1520,417113,417276
2016-06-19,btc,218298,177,34506810613378,488.56,1.723581739957504e+18,0.7231,1233,416936,417112
2016-06-18,btc,235317,158,30781643558525,548.8,1.5344082868234368e+18,0.8677,1489,416778,416935
2016-06-17,btc,253752,149,29017090743068,576.23,1.4613570948915625e+18,0.9308,1703,416629,416777
2016-06-16,btc,267870,149,29017090743068,564.06,1.4928840786112077e+18,0.9577,1798,416480,416628
2016-06-15,btc,259202,152,29605275014887,566.75,1.485787426712155e+18,0.9172,1705,416328,416479
2016-06-14,btc,246829,132,25684046536094,654.54,1.286513964679765e+18,0.9552,1870,416196,416327
2016-06-13,btc,251354,161,31369827830344,527.21,1.5972257938269445e+18,0.9156,1561,416035,416195
2016-06-12,btc,210711,146,28428906471249,593.94,1.417786876082004e+18,0.83,1443,415889,416034
2016-06-11,btc,213159,156,30389520710646,552.03,1.5254134002610662e+18,0.6961,1366,415733,415888
2016-06-10,btc,228367,144,28036783623370,596.77,1.411060357020346e+18,0.8227,1586,415589,415732
2016-06-09,btc,236353,165,32154073526103,519.15,1.622023399158925e+18,0.7206,1432,415424,415588
2016-06-08,btc,229933,144,28085543277244,576.69,1.4627243608492485e+18,0.8022,1597,415280,415423
2016-06-07,btc,231016,140,27704377386843,619.39,1.3820709080960758e+18,0.8036,1650,415140,415279
2016-06-06,btc,221171,170,33683739412780,507.92,1.6853709757205537e+18,0.7055,1301,414970,415139
2016-06-05,btc,189802,170,33683739412780,508.93,1.6820397770567803e+18,0.6112,1116,414800,414969
2016-06-04,btc,196665,119,23518823968687,727.08,1.1773714060946463e+18,0.8406,1653,414681,414799
2016-06-03,btc,234669,142,28103001521905,604.74,1.415537562959825e+18,0.8326,1653,414539,414680
2016-06-02,btc,231099,138,27305753251780,620.56,1.3794572521853512e+18,0.8268,1675,414401,414538
2016-06-01,btc,234384,143,28302313589437,603.23,1.4190862754382625e+18,0.8393,1639,414258,414400
2016-05-31,btc,215249,127,25113320508937,673.49,1.2710451364582705e+18,0.867,1695,414131,414257
2016-05-30,btc,211368,144,28501625656968,586.75,1.4589541753114947e+18,0.8917,1468,413987,414130
2016-05-29,btc,178742,147,29099561859561,579.24,1.4778661981901816e+18,0.6801,1216,413840,413986
2016-05-28,btc,193054,133,26309192914124,653.36,1.3102027172941632e+18,0.8634,1452,413707,413839
2016-05-27,btc,215296,139,27505065319312,615.11,1.3916870592070075e+18,0.9481,1549,413568,413706
2016-05-26,btc,220091,135,26707817049187,641.72,1.3339675172263084e+18,0.8205,1630,413433,413567
2016-05-25,btc,247841,138,27305753251780,621.08,1.3783061913435738e+18,0.8705,1796,413295,413432
2016-05-24,btc,246517,147,28437062470100,584.65,1.430853844391191e+18,0.85,1677,413148,413294
2016-05-23,btc,222754,180,34771612830736,478.57,1.7433570687475156e+18,0.6463,1238,412968,413147
2016-05-22,btc,184348,184,35548632111870,470.34,1.7738456001070976e+18,0.6036,1002,412784,412967
2016-05-21,btc,191461,141,27195674839682,611.27,1.3648897383566446e+18,0.8913,1358,412643,412783
2016-05-20,btc,209396,149,28749713401950,574.2,1.4530198377372227e+18,0.7817,1405,412494,412642
2016-05-19,btc,219145,120,23116323613730,714.1,1.168347736175507e+18,0.9555,1826,412374,412493
2016-05-18,btc,235083,153,29526732683083,556.57,1.4990466823279265e+18,0.8737,1536,412221,412373
2016-05-17,btc,238626,141,27195674839682,610.18,1.3673343169925074e+18,0.8679,1692,412080,412220
2016-05-16,btc,239809,141,27195674839682,610.42,1.3667903208449073e+18,0.9068,1701,411939,412079
2016-05-15,btc,200171,139,26807165199115,623.46,1.3382137665035907e+18,0.7777,1440,411800,411938
2016-05-14,btc,211280,144,27778439300532,598.94,1.392997948927099e+18,0.8123,1467,411656,411799
2016-05-13,btc,232146,152,29332477862800,569.87,1.4640561665470095e+18,0.7627,1527,411504,411655
2016-05-12,btc,228409,139,26807165199115,611.92,1.3634424516391667e+18,0.78,1643,411365,411503
2016-05-11,btc,234412,133,25158173839576,653.48,1.2526493608632333e+18,0.813,1762,411232,411364
2016-05-10,btc,245721,158,28049503470287,542.57,1.41425267742675e+18,0.7269,1555,411074,411231
2016-05-09,btc,226449,171,30372073821330,503.45,1.5241635755182925e+18,0.6382,1324,410903,411073
2016-05-08,btc,189025,168,29836096048012,515.16,1.489521878933485e+18,0.5782,1125,410735,410902
2016-05-07,btc,202062,150,26620229408107,576.74,1.3304747215285586e+18,0.6465,1347,410585,410734
2016-05-06,btc,233232,162,28764140501377,528.23,1.452654979727942e+18,0.6859,1440,410423,410584
2016-05-05,btc,229573,155,27513525696969,550.26,1.394497203990304e+18,0.7045,1481,410268,410422
2016-05-04,btc,233691,167,29657436790240,516.74,1.4849522738346916e+18,0.707,1399,410101,410267
2016-05-03,btc,235609,151,26798888665879,575.31,1.333770008101044e+18,0.7782,1560,409950,410100
2016-05-02,btc,223785,157,27870844212514,552.77,1.3881663930403983e+18,0.7511,1425,409793,409949
2016-05-01,btc,191430,155,27513525696969,546.47,1.404174308024839e+18,0.6257,1235,409638,409792
2016-04-30,btc,215712,146,25905592377016,585.43,1.3107268726989128e+18,0.7575,1477,409492,409637
2016-04-29,btc,261884,158,28049503470287,549.17,1.3972755433711857e+18,0.8128,1657,409334,409491
2016-04-28,btc,247957,135,23941254936678,623.28,1.2311650739730872e+18,0.8975,1837,409199,409333
2016-04-27,btc,239435,129,22870823381976,658.91,1.164670070999627e+18,0.8753,1856,409070,409198
2016-04-26,btc,250744,151,26801746150753,571.75,1.3422177768172652e+18,0.8132,1661,408919,409069
2016-04-25,btc,217564,127,22513466766633,667.29,1.1500583206340595e+18,0.8745,1713,408792,408918
2016-04-24,btc,183155,132,23406858304991,652.12,1.1768002402261916e+18,0.728,1388,408660,408791
2016-04-23,btc,185216,144,25550997997051,591.27,1.2979078055811502e+18,0.6547,1286,408516,408659
2016-04-22,btc,210976,143,25372319689380,599.03,1.28110417447912e+18,0.7749,1475,408373,408515
2016-04-21,btc,212795,151,26801746150753,567.01,1.3534540827642132e+18,0.7318,1409,408222,408372
2016-04-20,btc,216780,165,29303242458157,513.9,1.4933135740928156e+18,0.6969,1314,408057,408221
