date,target_up,pred,prob_up,next_return,position,turnover,cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2024-06-02,1,1,0.9522410781899681,0.015544720172089965,1,0.0,0.0,0.015544720172089965,0.015544720172089965,14.942484206032402,1.5578206354261595
2024-06-03,1,1,0.8591117510407722,0.025622992224831664,1,0.0,0.0,0.025622992224831664,0.025622992224831664,15.32535536266324,1.5977366614553663
2024-06-04,1,0,0.4211307843937777,0.007298724608017615,-1,2.0,0.001,-0.008298724608017616,0.007298724608017615,15.198174458988492,1.6093981013434624
2024-06-05,0,0,0.18740733968407,-0.004581363662391591,-1,0.0,0.0,0.004581363662391591,-0.004581363662391591,15.26780282318959,1.6020248633636454
2024-06-06,0,0,0.14468831211597963,-0.01999201273457618,-1,0.0,0.0,0.01999201273457618,-0.01999201273457618,15.573036931659797,1.5699971618941717
2024-06-07,0,0,0.20775465223235975,-0.0005308786729295578,-1,0.0,0.0,0.0005308786729295578,-0.0005308786729295578,15.581304324839557,1.5691636838843621
2024-06-08,1,1,0.7920703819746824,0.00493781012787653,1,2.0,0.001,0.00393781012787653,0.00493781012787653,15.642660542815438,1.5769119162149423
2024-06-09,0,0,0.48527668701545884,-0.0019485261992140401,0,1.0,0.0005,-0.0005,-0.0019485261992140401,15.634839212544032,1.5738392620323447
2024-06-10,0,0,0.008049838326115515,-0.03136496113771259,-1,1.0,0.0005,0.030864961137712588,-0.03136496113771259,16.11740791723359,1.524475854741694
2024-06-11,1,1,0.8376389418203496,0.013502581655740586,1,2.0,0.001,0.012502581655740586,0.013502581655740586,16.31891712579768,1.5450602144525485
2024-06-12,0,0,0.39166012849658266,-0.021757960505889518,-1,2.0,0.001,0.020757960505889517,-0.021757960505889518,16.657664562993872,1.5114428553272687
2024-06-13,0,0,0.06773986749123265,-0.011164543099157487,-1,0.0,0.0,0.011164543099157487,-0.011164543099157487,16.843639776938726,1.4945682864270537
2024-06-14,1,1,0.5248747356271807,0.0027253941690672523,0,1.0,0.0005,-0.0005,0.0027253941690672523,16.835217957050258,1.4986415741201549
2024-06-15,1,1,0.8819995545431161,0.006768999939568809,1,1.0,0.0005,0.006268999939568809,0.006768999939568809,16.940757937405635,1.5087858788448094
2024-06-16,0,0,0.4350745107650939,-0.0022321747830370553,-1,2.0,0.001,0.0012321747830370553,-0.0022321747830370553,16.96163191214164,1.5054180050530497
2024-06-17,0,0,0.05105703294003673,-0.02029695827328193,-1,0.0,0.0,0.02029695827328193,-0.02029695827328193,17.305901447309147,1.4748625986206405
2024-06-18,0,0,0.23492744099790777,-0.0027701435671353414,-1,0.0,0.0,0.0027701435671353414,-0.0027701435671353414,17.35384127887689,1.470777017480663
2024-06-19,0,1,0.567759663557224,-0.00202647819256907,1,2.0,0.001,-0.00302647819256907,-0.00202647819256907,17.301320256689063,1.4677965199286065
2024-06-20,0,0,0.043044905325598314,-0.011298352821403679,-1,2.0,0.001,0.010298352821403678,-0.011298352821403679,17.47949535696855,1.4512128369764246
2024-06-21,1,0,0.21875461828233367,0.0024397531859308152,-1,0.0,0.0,-0.0024397531859308152,0.0024397531859308152,17.43684970248292,1.4547534381189016
2024-06-22,0,0,0.07424626361828858,-0.01668075089399379,-1,0.0,0.0,0.01668075089399379,-0.01668075089399379,17.727709448746047,1.4304870584054592
2024-06-23,0,0,0.0022542068017309138,-0.04595356431233677,-1,0.0,0.0,0.04595356431233677,-0.04595356431233677,18.54236088500942,1.3647510793690585
2024-06-24,1,1,0.5753442147298727,0.025336630415439876,1,2.0,0.001,0.024336630415439875,0.025336630415439876,18.9936194688976,1.3993292730761049
2024-06-25,0,1,0.9169528308124573,-0.016072632592061153,1,0.0,0.0,-0.016072632592061153,-0.016072632592061153,18.688342001580587,1.3768383677946365
2024-06-26,1,1,0.9016655506590437,0.013048951973404943,1,0.0,0.0,0.013048951973404943,0.013048951973404943,18.93220527882178,1.39480466553113
2024-06-27,0,0,0.43586657698460507,-0.020853310881755127,-1,2.0,0.001,0.019853310881755126,-0.020853310881755127,19.308072235899434,1.3657183702214868
2024-06-28,1,1,0.5840553160261062,0.009403861104374522,1,2.0,0.001,0.008403861104374521,0.009403861104374522,19.470334593163162,1.3785613960827423
